dteday,season,yr,mnth,hr,holiday,day_name,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,total_count,holiday_in_workingday,weekend
2011-02-27,Spring,2011,Feb,6,False,Sun,False,1,0.24,0.2879,0.87,0.0,2,1,3,False,True
2011-02-27,Spring,2011,Feb,7,False,Sun,False,1,0.24,0.2424,0.87,0.1343,6,8,14,False,True
2011-02-27,Spring,2011,Feb,8,False,Sun,False,1,0.26,0.303,0.87,0.0,9,26,35,False,True
2011-02-27,Spring,2011,Feb,9,False,Sun,False,1,0.28,0.303,0.87,0.0896,17,42,59,False,True
2011-02-27,Spring,2011,Feb,10,False,Sun,False,1,0.3,0.303,0.81,0.1642,24,79,103,False,True
2011-02-27,Spring,2011,Feb,11,False,Sun,False,1,0.36,0.3485,0.62,0.1343,33,92,125,False,True
2011-02-27,Spring,2011,Feb,12,False,Sun,False,1,0.4,0.4091,0.54,0.0896,61,132,193,False,True
2011-02-27,Spring,2011,Feb,13,False,Sun,False,1,0.42,0.4242,0.47,0.0,90,169,259,False,True
2011-02-27,Spring,2011,Feb,14,False,Sun,False,1,0.44,0.4394,0.47,0.0896,105,177,282,False,True
2011-02-27,Spring,2011,Feb,15,False,Sun,False,1,0.46,0.4545,0.44,0.1343,98,163,261,False,True
2011-02-27,Spring,2011,Feb,16,False,Sun,False,1,0.48,0.4697,0.44,0.1642,98,170,268,False,True
2011-02-27,Spring,2011,Feb,17,False,Sun,False,1,0.42,0.4242,0.54,0.194,66,121,187,False,True
2011-02-27,Spring,2011,Feb,18,False,Sun,False,1,0.4,0.4091,0.54,0.194,24,103,127,False,True
2011-02-27,Spring,2011,Feb,19,False,Sun,False,1,0.4,0.4091,0.54,0.1343,16,86,102,False,True
2011-02-27,Spring,2011,Feb,20,False,Sun,False,1,0.4,0.4091,0.54,0.0896,9,72,81,False,True
2011-02-27,Spring,2011,Feb,21,False,Sun,False,1,0.38,0.3939,0.62,0.1642,8,61,69,False,True
2011-02-27,Spring,2011,Feb,22,False,Sun,False,2,0.38,0.3939,0.62,0.1045,2,67,69,False,True
2011-02-27,Spring,2011,Feb,23,False,Sun,False,2,0.36,0.3485,0.62,0.1642,6,53,59,False,True
2011-02-28,Spring,2011,Feb,0,False,Mon,True,2,0.36,0.3636,0.66,0.1045,5,25,30,False,False
2011-02-28,Spring,2011,Feb,1,False,Mon,True,3,0.34,0.303,0.87,0.3582,1,7,8,False,False
2011-02-28,Spring,2011,Feb,3,False,Mon,True,3,0.32,0.3182,0.93,0.1642,0,1,1,False,False
2011-02-28,Spring,2011,Feb,5,False,Mon,True,2,0.34,0.3636,0.93,0.0,1,4,5,False,False
2011-02-28,Spring,2011,Feb,6,False,Mon,True,2,0.34,0.3485,0.96,0.1045,1,27,28,False,False
2011-02-28,Spring,2011,Feb,7,False,Mon,True,2,0.36,0.3636,0.93,0.1045,2,90,92,False,False
2011-02-28,Spring,2011,Feb,8,False,Mon,True,2,0.34,0.303,0.93,0.2985,13,242,255,False,False
2011-02-28,Spring,2011,Feb,9,False,Mon,True,1,0.42,0.4242,0.82,0.2836,15,127,142,False,False
2011-02-28,Spring,2011,Feb,10,False,Mon,True,2,0.52,0.5,0.72,0.18289312672418853,13,79,92,False,False
2011-02-28,Spring,2011,Feb,11,False,Mon,True,2,0.56,0.5303,0.64,0.2985,13,74,87,False,False
2011-02-28,Spring,2011,Feb,12,False,Mon,True,2,0.56,0.5303,0.64,0.2985,0,36,36,False,False
2011-02-28,Spring,2011,Feb,13,False,Mon,True,3,0.46,0.4545,0.94,0.2239,1,31,32,False,False
2011-02-28,Spring,2011,Feb,14,False,Mon,True,3,0.42,0.4242,1.0,0.2985,1,24,25,False,False
2011-02-28,Spring,2011,Feb,15,False,Mon,True,3,0.42,0.4242,1.0,0.2985,0,35,35,False,False
2011-02-28,Spring,2011,Feb,16,False,Mon,True,3,0.42,0.4242,1.0,0.1343,2,40,42,False,False
2011-02-28,Spring,2011,Feb,17,False,Mon,True,3,0.4,0.4091,1.0,0.2985,2,77,79,False,False
2011-02-28,Spring,2011,Feb,18,False,Mon,True,3,0.46,0.4545,0.94,0.194,4,127,131,False,False
2011-02-28,Spring,2011,Feb,19,False,Mon,True,3,0.44,0.4394,0.88,0.18289312672418853,1,79,80,False,False
2011-02-28,Spring,2011,Feb,20,False,Mon,True,3,0.44,0.4394,0.88,0.18289312672418853,0,45,45,False,False
2011-02-28,Spring,2011,Feb,21,False,Mon,True,2,0.38,0.3939,0.87,0.3881,2,78,80,False,False
2011-02-28,Spring,2011,Feb,22,False,Mon,True,3,0.34,0.303,0.93,0.4179,4,72,76,False,False
2011-02-28,Spring,2011,Feb,23,False,Mon,True,2,0.32,0.2879,0.81,0.3881,0,45,45,False,False
2011-03-01,Spring,2011,Mar,0,False,Tue,True,1,0.3,0.2727,0.7,0.4627,0,7,7,False,False
2011-03-01,Spring,2011,Mar,1,False,Tue,True,1,0.26,0.2273,0.7,0.3582,0,3,3,False,False
2011-03-01,Spring,2011,Mar,2,False,Tue,True,1,0.24,0.2121,0.65,0.3881,0,4,4,False,False
2011-03-01,Spring,2011,Mar,3,False,Tue,True,1,0.22,0.2121,0.69,0.2836,0,2,2,False,False
2011-03-01,Spring,2011,Mar,4,False,Tue,True,1,0.22,0.2121,0.69,0.2537,0,1,1,False,False
2011-03-01,Spring,2011,Mar,5,False,Tue,True,1,0.2,0.1818,0.64,0.2836,1,1,2,False,False
2011-03-01,Spring,2011,Mar,6,False,Tue,True,1,0.2,0.1818,0.59,0.2985,0,46,46,False,False
2011-03-01,Spring,2011,Mar,7,False,Tue,True,1,0.2,0.1818,0.59,0.3284,2,105,107,False,False
2011-03-01,Spring,2011,Mar,8,False,Tue,True,1,0.2,0.1818,0.59,0.3881,10,204,214,False,False
2011-03-01,Spring,2011,Mar,9,False,Tue,True,1,0.22,0.197,0.55,0.4179,8,116,124,False,False
2011-03-01,Spring,2011,Mar,10,False,Tue,True,1,0.24,0.2121,0.52,0.2836,13,55,68,False,False
2011-03-01,Spring,2011,Mar,11,False,Tue,True,1,0.28,0.2727,0.45,0.2537,8,48,56,False,False
2011-03-01,Spring,2011,Mar,12,False,Tue,True,1,0.3,0.303,0.39,0.1343,6,80,86,False,False
2011-03-01,Spring,2011,Mar,13,False,Tue,True,1,0.32,0.3485,0.39,0.0,13,65,78,False,False
2011-03-01,Spring,2011,Mar,14,False,Tue,True,1,0.32,0.3333,0.36,0.1343,18,61,79,False,False
2011-03-01,Spring,2011,Mar,15,False,Tue,True,1,0.34,0.3636,0.34,0.0,7,57,64,False,False
2011-03-01,Spring,2011,Mar,16,False,Tue,True,1,0.34,0.3485,0.34,0.0896,10,92,102,False,False
2011-03-01,Spring,2011,Mar,17,False,Tue,True,1,0.34,0.3485,0.34,0.0896,12,230,242,False,False
2011-03-01,Spring,2011,Mar,18,False,Tue,True,1,0.32,0.3182,0.39,0.194,10,214,224,False,False
2011-03-01,Spring,2011,Mar,19,False,Tue,True,1,0.3,0.303,0.49,0.1343,4,115,119,False,False
2011-03-01,Spring,2011,Mar,20,False,Tue,True,1,0.3,0.3182,0.61,0.0896,2,86,88,False,False
2011-03-01,Spring,2011,Mar,21,False,Tue,True,1,0.26,0.303,0.56,0.0,8,55,63,False,False
2011-03-01,Spring,2011,Mar,22,False,Tue,True,1,0.24,0.2727,0.62,0.1045,3,44,47,False,False
2011-03-01,Spring,2011,Mar,23,False,Tue,True,1,0.24,0.2273,0.65,0.2239,2,23,25,False,False
2011-03-02,Spring,2011,Mar,0,False,Wed,True,1,0.22,0.2273,0.69,0.1642,3,5,8,False,False
2011-03-02,Spring,2011,Mar,1,False,Wed,True,1,0.22,0.2273,0.69,0.194,0,4,4,False,False
2011-03-02,Spring,2011,Mar,2,False,Wed,True,1,0.22,0.2273,0.69,0.194,0,2,2,False,False
2011-03-02,Spring,2011,Mar,3,False,Wed,True,1,0.22,0.2121,0.69,0.2836,3,1,4,False,False
2011-03-02,Spring,2011,Mar,4,False,Wed,True,1,0.2,0.2121,0.75,0.1343,1,0,1,False,False
2011-03-02,Spring,2011,Mar,5,False,Wed,True,1,0.22,0.2121,0.69,0.2239,0,5,5,False,False
2011-03-02,Spring,2011,Mar,6,False,Wed,True,1,0.22,0.2121,0.55,0.2537,1,39,40,False,False
2011-03-02,Spring,2011,Mar,7,False,Wed,True,1,0.22,0.2121,0.64,0.2537,2,108,110,False,False
2011-03-02,Spring,2011,Mar,8,False,Wed,True,1,0.24,0.2121,0.65,0.2836,13,243,256,False,False
2011-03-02,Spring,2011,Mar,9,False,Wed,True,1,0.28,0.2576,0.56,0.2985,7,141,148,False,False
2011-03-02,Spring,2011,Mar,10,False,Wed,True,1,0.32,0.303,0.49,0.2836,11,65,76,False,False
2011-03-02,Spring,2011,Mar,11,False,Wed,True,1,0.34,0.303,0.53,0.3284,8,65,73,False,False
2011-03-02,Spring,2011,Mar,12,False,Wed,True,1,0.4,0.4091,0.43,0.194,20,62,82,False,False
2011-03-02,Spring,2011,Mar,13,False,Wed,True,1,0.5,0.4848,0.25,0.0,35,90,125,False,False
2011-03-02,Spring,2011,Mar,14,False,Wed,True,1,0.52,0.5,0.23,0.2985,21,75,96,False,False
2011-03-02,Spring,2011,Mar,15,False,Wed,True,1,0.54,0.5152,0.19,0.4179,19,91,110,False,False
2011-03-02,Spring,2011,Mar,16,False,Wed,True,1,0.54,0.5152,0.19,0.3284,27,112,139,False,False
2011-03-02,Spring,2011,Mar,17,False,Wed,True,1,0.5,0.4848,0.23,0.2836,30,238,268,False,False
2011-03-02,Spring,2011,Mar,18,False,Wed,True,1,0.46,0.4545,0.23,0.18289312672418853,8,193,201,False,False
2011-03-02,Spring,2011,Mar,19,False,Wed,True,1,0.4,0.4091,0.28,0.18289312672418853,6,144,150,False,False
2011-03-02,Spring,2011,Mar,20,False,Wed,True,1,0.36,0.3333,0.29,0.4179,9,86,95,False,False
2011-03-02,Spring,2011,Mar,21,False,Wed,True,1,0.34,0.2879,0.29,0.4627,3,68,71,False,False
2011-03-02,Spring,2011,Mar,22,False,Wed,True,1,0.3,0.2576,0.26,0.18289312672418853,4,44,48,False,False
2011-03-02,Spring,2011,Mar,23,False,Wed,True,1,0.26,0.2121,0.3,0.18289312672418853,0,22,22,False,False
2011-03-03,Spring,2011,Mar,0,False,Thu,True,1,0.24,0.197,0.3,0.4627,3,10,13,False,False
2011-03-03,Spring,2011,Mar,1,False,Thu,True,1,0.24,0.197,0.3,0.4627,0,1,1,False,False
2011-03-03,Spring,2011,Mar,2,False,Thu,True,1,0.2,0.1667,0.27,0.4627,1,2,3,False,False
2011-03-03,Spring,2011,Mar,3,False,Thu,True,1,0.2,0.1667,0.27,0.4627,0,1,1,False,False
2011-03-03,Spring,2011,Mar,4,False,Thu,True,1,0.16,0.1212,0.31,0.18289312672418853,0,1,1,False,False
2011-03-03,Spring,2011,Mar,5,False,Thu,True,1,0.14,0.1212,0.33,0.2985,1,7,8,False,False
2011-03-03,Spring,2011,Mar,6,False,Thu,True,1,0.14,0.1212,0.33,0.2985,1,34,35,False,False
2011-03-03,Spring,2011,Mar,7,False,Thu,True,1,0.12,0.0909,0.42,0.4179,1,110,111,False,False
2011-03-03,Spring,2011,Mar,8,False,Thu,True,1,0.14,0.1212,0.39,0.2985,4,216,220,False,False
2011-03-03,Spring,2011,Mar,9,False,Thu,True,1,0.16,0.1364,0.37,0.2836,10,135,145,False,False
2011-03-03,Spring,2011,Mar,10,False,Thu,True,1,0.18,0.1818,0.29,0.194,7,49,56,False,False
2011-03-03,Spring,2011,Mar,11,False,Thu,True,1,0.2,0.2273,0.29,0.0896,10,40,50,False,False
2011-03-03,Spring,2011,Mar,12,False,Thu,True,1,0.22,0.2273,0.25,0.1343,7,65,72,False,False
2011-03-03,Spring,2011,Mar,13,False,Thu,True,1,0.22,0.2576,0.25,0.0896,13,67,80,False,False
2011-03-03,Spring,2011,Mar,14,False,Thu,True,1,0.24,0.2576,0.21,0.1045,18,60,78,False,False
2011-03-03,Spring,2011,Mar,15,False,Thu,True,1,0.24,0.2879,0.23,0.0,6,62,68,False,False
2011-03-03,Spring,2011,Mar,16,False,Thu,True,1,0.26,0.303,0.23,0.0,6,65,71,False,False
2011-03-03,Spring,2011,Mar,17,False,Thu,True,1,0.26,0.303,0.22,0.0,17,185,202,False,False
2011-03-03,Spring,2011,Mar,18,False,Thu,True,1,0.24,0.2121,0.35,0.3284,6,161,167,False,False
2011-03-03,Spring,2011,Mar,19,False,Thu,True,1,0.2,0.197,0.4,0.2537,5,101,106,False,False
2011-03-03,Spring,2011,Mar,20,False,Thu,True,1,0.2,0.2273,0.4,0.0896,1,69,70,False,False
2011-03-03,Spring,2011,Mar,21,False,Thu,True,1,0.18,0.2121,0.4,0.1045,3,48,51,False,False
2011-03-03,Spring,2011,Mar,22,False,Thu,True,1,0.2,0.2576,0.4,0.0,3,50,53,False,False
2011-03-03,Spring,2011,Mar,23,False,Thu,True,2,0.18,0.2121,0.43,0.0896,0,23,23,False,False
2011-03-04,Spring,2011,Mar,0,False,Fri,True,2,0.2,0.197,0.55,0.194,0,12,12,False,False
2011-03-04,Spring,2011,Mar,1,False,Fri,True,2,0.18,0.1818,0.64,0.194,0,4,4,False,False
2011-03-04,Spring,2011,Mar,2,False,Fri,True,2,0.18,0.1818,0.64,0.194,0,2,2,False,False
2011-03-04,Spring,2011,Mar,3,False,Fri,True,2,0.18,0.1667,0.74,0.2537,0,1,1,False,False
2011-03-04,Spring,2011,Mar,4,False,Fri,True,2,0.18,0.1818,0.74,0.194,1,0,1,False,False
2011-03-04,Spring,2011,Mar,5,False,Fri,True,2,0.16,0.1818,0.74,0.1343,0,7,7,False,False
2011-03-04,Spring,2011,Mar,6,False,Fri,True,2,0.16,0.197,0.74,0.0896,1,28,29,False,False
2011-03-04,Spring,2011,Mar,7,False,Fri,True,1,0.16,0.1818,0.8,0.1343,0,83,83,False,False
2011-03-04,Spring,2011,Mar,8,False,Fri,True,1,0.18,0.197,0.74,0.1343,6,222,228,False,False
2011-03-04,Spring,2011,Mar,9,False,Fri,True,1,0.22,0.2273,0.6,0.1343,12,138,150,False,False
2011-03-04,Spring,2011,Mar,10,False,Fri,True,1,0.24,0.2273,0.6,0.2537,10,56,66,False,False
2011-03-04,Spring,2011,Mar,11,False,Fri,True,1,0.28,0.2727,0.52,0.2239,16,73,89,False,False
2011-03-04,Spring,2011,Mar,12,False,Fri,True,1,0.32,0.303,0.43,0.1642,10,87,97,False,False
2011-03-04,Spring,2011,Mar,13,False,Fri,True,1,0.34,0.3182,0.42,0.2239,13,74,87,False,False
2011-03-04,Spring,2011,Mar,14,False,Fri,True,1,0.36,0.3333,0.4,0.2836,30,65,95,False,False
2011-03-04,Spring,2011,Mar,15,False,Fri,True,1,0.36,0.3333,0.4,0.2985,31,75,106,False,False
2011-03-04,Spring,2011,Mar,16,False,Fri,True,1,0.36,0.3485,0.46,0.194,17,101,118,False,False
2011-03-04,Spring,2011,Mar,17,False,Fri,True,2,0.36,0.3333,0.5,0.2537,22,206,228,False,False
2011-03-04,Spring,2011,Mar,18,False,Fri,True,2,0.34,0.303,0.53,0.2985,15,172,187,False,False
2011-03-04,Spring,2011,Mar,19,False,Fri,True,1,0.32,0.303,0.61,0.2537,5,102,107,False,False
2011-03-04,Spring,2011,Mar,20,False,Fri,True,2,0.3,0.2879,0.7,0.194,9,78,87,False,False
2011-03-04,Spring,2011,Mar,21,False,Fri,True,2,0.3,0.2879,0.7,0.2239,6,64,70,False,False
2011-03-04,Spring,2011,Mar,22,False,Fri,True,1,0.3,0.2879,0.7,0.194,4,40,44,False,False
2011-03-04,Spring,2011,Mar,23,False,Fri,True,2,0.3,0.303,0.75,0.1642,6,40,46,False,False
2011-03-05,Spring,2011,Mar,0,False,Sat,False,2,0.28,0.2879,0.81,0.1045,4,15,19,False,True
2011-03-05,Spring,2011,Mar,1,False,Sat,False,2,0.3,0.3182,0.81,0.1045,5,20,25,False,True
2011-03-05,Spring,2011,Mar,2,False,Sat,False,2,0.3,0.2879,0.87,0.194,5,15,20,False,True
2011-03-05,Spring,2011,Mar,3,False,Sat,False,2,0.3,0.2879,0.87,0.194,0,2,2,False,True
2011-03-05,Spring,2011,Mar,4,False,Sat,False,2,0.3,0.303,0.93,0.1642,0,1,1,False,True
2011-03-05,Spring,2011,Mar,5,False,Sat,False,2,0.3,0.303,1.0,0.1343,0,3,3,False,True
2011-03-05,Spring,2011,Mar,6,False,Sat,False,2,0.3,0.2879,1.0,0.2239,1,3,4,False,True
2011-03-05,Spring,2011,Mar,7,False,Sat,False,2,0.3,0.2727,1.0,0.2985,5,10,15,False,True
2011-03-05,Spring,2011,Mar,8,False,Sat,False,2,0.3,0.2727,1.0,0.2985,11,34,45,False,True
2011-03-05,Spring,2011,Mar,9,False,Sat,False,2,0.32,0.303,0.93,0.2239,15,48,63,False,True
2011-03-05,Spring,2011,Mar,10,False,Sat,False,2,0.34,0.3333,0.93,0.194,34,69,103,False,True
2011-03-05,Spring,2011,Mar,11,False,Sat,False,2,0.4,0.4091,0.76,0.2239,43,116,159,False,True
2011-03-05,Spring,2011,Mar,12,False,Sat,False,2,0.44,0.4394,0.67,0.2537,46,121,167,False,True
2011-03-05,Spring,2011,Mar,13,False,Sat,False,2,0.46,0.4545,0.67,0.2836,60,130,190,False,True
2011-03-05,Spring,2011,Mar,14,False,Sat,False,2,0.48,0.4697,0.59,0.2836,80,118,198,False,True
2011-03-05,Spring,2011,Mar,15,False,Sat,False,2,0.46,0.4545,0.63,0.2985,83,122,205,False,True
2011-03-05,Spring,2011,Mar,16,False,Sat,False,2,0.48,0.4697,0.59,0.2985,74,130,204,False,True
2011-03-05,Spring,2011,Mar,17,False,Sat,False,2,0.48,0.4697,0.59,0.3582,60,104,164,False,True
2011-03-05,Spring,2011,Mar,18,False,Sat,False,2,0.48,0.4697,0.59,0.3284,37,115,152,False,True
2011-03-05,Spring,2011,Mar,19,False,Sat,False,2,0.46,0.4545,0.67,0.3284,27,62,89,False,True
2011-03-05,Spring,2011,Mar,20,False,Sat,False,2,0.44,0.4394,0.77,0.3284,12,58,70,False,True
2011-03-05,Spring,2011,Mar,21,False,Sat,False,2,0.44,0.4394,0.72,0.3284,12,60,72,False,True
2011-03-05,Spring,2011,Mar,22,False,Sat,False,2,0.42,0.4242,0.77,0.2985,16,47,63,False,True
2011-03-05,Spring,2011,Mar,23,False,Sat,False,2,0.44,0.4394,0.77,0.2985,10,34,44,False,True
2011-03-06,Spring,2011,Mar,0,False,Sun,False,2,0.42,0.4242,0.77,0.3582,11,41,52,False,True
2011-03-06,Spring,2011,Mar,1,False,Sun,False,2,0.42,0.4242,0.77,0.2836,12,27,39,False,True
2011-03-06,Spring,2011,Mar,2,False,Sun,False,2,0.4,0.4091,0.82,0.2836,5,27,32,False,True
2011-03-06,Spring,2011,Mar,3,False,Sun,False,2,0.42,0.4242,0.82,0.2985,2,9,11,False,True
2011-03-06,Spring,2011,Mar,4,False,Sun,False,2,0.42,0.4242,0.88,0.3582,0,3,3,False,True
2011-03-06,Spring,2011,Mar,6,False,Sun,False,2,0.42,0.4242,0.94,0.3582,1,1,2,False,True
2011-03-06,Spring,2011,Mar,7,False,Sun,False,3,0.42,0.4242,1.0,0.4478,0,5,5,False,True
2011-03-06,Spring,2011,Mar,8,False,Sun,False,2,0.4,0.4091,1.0,0.2985,1,8,9,False,True
2011-03-06,Spring,2011,Mar,9,False,Sun,False,2,0.42,0.4242,1.0,0.2836,4,18,22,False,True
2011-03-06,Spring,2011,Mar,10,False,Sun,False,2,0.42,0.4242,1.0,0.2985,4,27,31,False,True
2011-03-06,Spring,2011,Mar,11,False,Sun,False,2,0.42,0.4242,1.0,0.2239,18,44,62,False,True
2011-03-06,Spring,2011,Mar,12,False,Sun,False,2,0.46,0.4545,0.94,0.3284,10,69,79,False,True
2011-03-06,Spring,2011,Mar,13,False,Sun,False,2,0.46,0.4545,0.94,0.3582,22,83,105,False,True
2011-03-06,Spring,2011,Mar,14,False,Sun,False,3,0.44,0.4394,1.0,0.2239,12,27,39,False,True
2011-03-06,Spring,2011,Mar,15,False,Sun,False,3,0.44,0.4394,1.0,0.2239,3,4,7,False,True
2011-03-06,Spring,2011,Mar,16,False,Sun,False,3,0.36,0.3333,1.0,0.2836,3,8,11,False,True
2011-03-06,Spring,2011,Mar,17,False,Sun,False,3,0.34,0.303,1.0,0.2985,2,23,25,False,True
2011-03-06,Spring,2011,Mar,18,False,Sun,False,3,0.32,0.2879,1.0,0.3582,0,23,23,False,True
2011-03-06,Spring,2011,Mar,19,False,Sun,False,3,0.3,0.2576,1.0,0.18289312672418853,0,11,11,False,True
2011-03-06,Spring,2011,Mar,20,False,Sun,False,3,0.28,0.2424,1.0,0.4179,3,8,11,False,True
2011-03-06,Spring,2011,Mar,21,False,Sun,False,3,0.24,0.1818,0.93,0.18289312672418853,1,6,7,False,True
2011-03-06,Spring,2011,Mar,22,False,Sun,False,2,0.22,0.197,1.0,0.3881,0,10,10,False,True
2011-03-06,Spring,2011,Mar,23,False,Sun,False,2,0.22,0.197,1.0,0.4179,0,9,9,False,True
2011-03-07,Spring,2011,Mar,0,False,Mon,True,3,0.2,0.1818,1.0,0.3284,0,4,4,False,False
2011-03-07,Spring,2011,Mar,1,False,Mon,True,3,0.2,0.1818,1.0,0.3284,0,2,2,False,False
2011-03-07,Spring,2011,Mar,3,False,Mon,True,1,0.2,0.1515,0.8,0.18289312672418853,0,1,1,False,False
2011-03-07,Spring,2011,Mar,4,False,Mon,True,1,0.2,0.1515,0.8,0.18289312672418853,1,0,1,False,False
2011-03-07,Spring,2011,Mar,5,False,Mon,True,1,0.2,0.1818,0.75,0.3582,0,1,1,False,False
2011-03-07,Spring,2011,Mar,6,False,Mon,True,1,0.2,0.1818,0.75,0.3881,3,31,34,False,False
2011-03-07,Spring,2011,Mar,7,False,Mon,True,1,0.2,0.1667,0.75,0.4179,3,88,91,False,False
2011-03-07,Spring,2011,Mar,8,False,Mon,True,1,0.2,0.1818,0.75,0.3881,11,200,211,False,False
2011-03-07,Spring,2011,Mar,9,False,Mon,True,1,0.22,0.1818,0.64,0.4627,5,129,134,False,False
2011-03-07,Spring,2011,Mar,10,False,Mon,True,1,0.24,0.2121,0.6,0.2985,15,43,58,False,False
2011-03-07,Spring,2011,Mar,11,False,Mon,True,1,0.26,0.2121,0.48,0.4478,19,41,60,False,False
2011-03-07,Spring,2011,Mar,12,False,Mon,True,1,0.3,0.2727,0.42,0.4179,28,68,96,False,False
2011-03-07,Spring,2011,Mar,13,False,Mon,True,1,0.32,0.2879,0.36,0.3881,16,54,70,False,False
2011-03-07,Spring,2011,Mar,14,False,Mon,True,1,0.32,0.2879,0.36,0.4179,21,56,77,False,False
2011-03-07,Spring,2011,Mar,15,False,Mon,True,1,0.34,0.303,0.31,0.3881,32,64,96,False,False
2011-03-07,Spring,2011,Mar,16,False,Mon,True,1,0.34,0.303,0.31,0.3582,26,96,122,False,False
2011-03-07,Spring,2011,Mar,17,False,Mon,True,1,0.34,0.303,0.29,0.3582,27,206,233,False,False
2011-03-07,Spring,2011,Mar,18,False,Mon,True,1,0.32,0.303,0.31,0.2239,19,214,233,False,False
2011-03-07,Spring,2011,Mar,19,False,Mon,True,1,0.3,0.2879,0.33,0.2239,11,134,145,False,False
2011-03-07,Spring,2011,Mar,20,False,Mon,True,1,0.3,0.303,0.33,0.1642,5,87,92,False,False
2011-03-07,Spring,2011,Mar,21,False,Mon,True,1,0.28,0.2727,0.38,0.2239,1,53,54,False,False
2011-03-07,Spring,2011,Mar,22,False,Mon,True,1,0.26,0.2576,0.48,0.1642,1,34,35,False,False
2011-03-07,Spring,2011,Mar,23,False,Mon,True,1,0.28,0.3182,0.48,0.0,0,22,22,False,False
2011-03-08,Spring,2011,Mar,0,False,Tue,True,1,0.26,0.2879,0.48,0.0896,1,9,10,False,False
2011-03-08,Spring,2011,Mar,1,False,Tue,True,1,0.24,0.2424,0.52,0.1343,0,4,4,False,False
2011-03-08,Spring,2011,Mar,2,False,Tue,True,1,0.24,0.2424,0.52,0.1343,1,0,1,False,False
2011-03-08,Spring,2011,Mar,3,False,Tue,True,1,0.24,0.2576,0.52,0.0896,5,2,7,False,False
2011-03-08,Spring,2011,Mar,4,False,Tue,True,1,0.22,0.2727,0.64,0.0,0,2,2,False,False
2011-03-08,Spring,2011,Mar,5,False,Tue,True,1,0.2,0.2273,0.69,0.1045,2,8,10,False,False
2011-03-08,Spring,2011,Mar,6,False,Tue,True,1,0.2,0.2576,0.59,0.0,3,42,45,False,False
2011-03-08,Spring,2011,Mar,7,False,Tue,True,1,0.18,0.197,0.64,0.1343,9,119,128,False,False
2011-03-08,Spring,2011,Mar,8,False,Tue,True,1,0.22,0.2273,0.55,0.194,10,247,257,False,False
2011-03-08,Spring,2011,Mar,9,False,Tue,True,1,0.26,0.2576,0.41,0.1642,11,140,151,False,False
2011-03-08,Spring,2011,Mar,10,False,Tue,True,2,0.3,0.2879,0.33,0.194,25,46,71,False,False
2011-03-08,Spring,2011,Mar,11,False,Tue,True,2,0.36,0.3485,0.25,0.1642,26,52,78,False,False
2011-03-08,Spring,2011,Mar,12,False,Tue,True,2,0.36,0.3788,0.23,0.0,29,70,99,False,False
2011-03-08,Spring,2011,Mar,13,False,Tue,True,2,0.38,0.3939,0.25,0.1045,25,73,98,False,False
2011-03-08,Spring,2011,Mar,14,False,Tue,True,2,0.38,0.3939,0.2,0.0,16,56,72,False,False
2011-03-08,Spring,2011,Mar,15,False,Tue,True,2,0.36,0.3788,0.18,0.0,35,77,112,False,False
2011-03-08,Spring,2011,Mar,16,False,Tue,True,1,0.38,0.3939,0.27,0.1642,26,82,108,False,False
2011-03-08,Spring,2011,Mar,17,False,Tue,True,1,0.36,0.3485,0.27,0.2239,39,209,248,False,False
2011-03-08,Spring,2011,Mar,18,False,Tue,True,1,0.34,0.3333,0.27,0.194,21,214,235,False,False
2011-03-08,Spring,2011,Mar,19,False,Tue,True,1,0.34,0.3485,0.31,0.1045,9,141,150,False,False
2011-03-08,Spring,2011,Mar,20,False,Tue,True,1,0.32,0.3333,0.39,0.0896,2,74,76,False,False
2011-03-08,Spring,2011,Mar,21,False,Tue,True,1,0.3,0.2879,0.49,0.194,7,68,75,False,False
2011-03-08,Spring,2011,Mar,22,False,Tue,True,1,0.3,0.2879,0.49,0.2239,11,44,55,False,False
2011-03-08,Spring,2011,Mar,23,False,Tue,True,1,0.28,0.2727,0.61,0.194,3,38,41,False,False
2011-03-09,Spring,2011,Mar,0,False,Wed,True,1,0.26,0.2879,0.65,0.0896,0,9,9,False,False
2011-03-09,Spring,2011,Mar,1,False,Wed,True,1,0.26,0.2727,0.52,0.1343,0,4,4,False,False
2011-03-09,Spring,2011,Mar,2,False,Wed,True,1,0.26,0.2727,0.52,0.1343,1,1,2,False,False
2011-03-09,Spring,2011,Mar,3,False,Wed,True,1,0.24,0.2576,0.7,0.0896,1,2,3,False,False
2011-03-09,Spring,2011,Mar,4,False,Wed,True,1,0.24,0.2576,0.75,0.1045,0,2,2,False,False
2011-03-09,Spring,2011,Mar,5,False,Wed,True,2,0.24,0.2424,0.81,0.1343,1,7,8,False,False
2011-03-09,Spring,2011,Mar,6,False,Wed,True,2,0.24,0.2576,0.85,0.1045,5,44,49,False,False
2011-03-09,Spring,2011,Mar,7,False,Wed,True,2,0.24,0.2424,0.87,0.1642,18,123,141,False,False
2011-03-09,Spring,2011,Mar,8,False,Wed,True,2,0.24,0.2424,0.87,0.1343,11,238,249,False,False
2011-03-09,Spring,2011,Mar,9,False,Wed,True,2,0.26,0.2424,0.87,0.2537,5,136,141,False,False
